HOUSEHOLD_ID,PERSON_ID,AGE,AGE_GROUP,GENDER,RACEETHNICITY,MPO_RACEETHNICITY,RACEETHNICITY_HISPANIC,MPO_RACEETHNICITY_HISPANIC,LICENSE,DISABILITY,SMARTPHONE,EMPLOYMENT_STATUS,MPO_EMPLOYMENT_STATUS,MPO_UNEMPLOYMENT_STATUS,JOBS_COUNT,MPO_J1_EMPLOYER_TYPE,J1_WORKPLACE_LOC,WORK_STATE_FIPS,WORK_STATE_COUNTY_FIPS,WORK_TRACT_FIPS,WORK_TPB_TAZ,WORK_BMC_TAZ,J1_COMMUTE_FREQ,J1_COMMUTE_MODE,MPO_J1_COMMUTE_MODE,J1_TELECOMMUTE,MPO_J1_TELECOMMUTE,J1_TELECOMMUTE_DAYS,MPO_J1_TELECOMMUTE_DAYS,J1_BENEFITS_FREE_PARKING,J1_BENEFITS_PARKING,J1_BENEFITS_TRANSIT,J1_BENEFITS_CARPOOL,J1_BENEFITS_WALKING_BIKING,J1_BENEFITS_EV_CHARGING,J1_BENEFITS_BICYCLE_PARKING,J1_BENEFITS_NONE,STUDENT_STATUS,SCHOOL_TYPE,MPO_SCHOOL_TYPE,SCHOOL_STATE_FIPS,SCHOOL_STATE_COUNTY_FIPS,SCHOOL_TRACT_FIPS,SCHOOL_TPB_TAZ,SCHOOL_BMC_TAZ,SCHOOL_FREQ,SCHOOL_MODE,MPO_SCHOOL_MODE,VOLUNTEER_STATUS,TRIPS_YESNO,NO_TRAVEL,MPO_NO_TRAVEL,TD_PAIDPARK,TD_HOV,TD_TOLL,TD_TELECOMMUTE_TIME,MPO_TD_TELECOMMUTE_TIME,TD_SHOP_TIME,MPO_TD_SHOP_TIME,PERSON_TRIPCOUNT,WALK_BIKE_LOOP_TRIPS,WTPERFIN,WWM_WTPERFIN,AGE_IMP,GENDER_IMP,RACEETHNICITY_IMP,MPO_RACEETHNICITY_IMP,DISABILITY_IMP
170029427,17002942701,50,9,1,4,5,2,2,1,2,2,7,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,6,-9,-9,-9,0,-9,2,90,0,2,318,318,0,0,0,0,0
170029427,17002942702,50,9,2,2,1,2,2,1,1,2,7,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,0,6,2,318,318,0,0,0,0,0
170029427,17002942703,34,7,2,4,5,2,2,2,2,1,0,2,-9,1,1,1,24,24037,876002,3379,-9,8,6,9,2,3,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,2,0,318,311,0,0,0,0,0
170029470,17002947001,38,8,1,4,5,2,2,1,2,1,0,2,-9,1,1,1,51,51013,103402,1499,-9,1,4,4,1,1,0,3,1,0,1,1,1,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,1,2,2,0,0,0,15,4,0,101,67,0,0,0,0,0
170029470,17002947002,37,8,2,4,5,2,2,1,2,1,0,2,-9,1,2,1,51,51059,471202,1865,-9,3,4,4,1,1,2,5,1,0,1,1,1,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,1,2,2,0,0,0,0,5,0,101,112,0,0,0,0,0
170029473,17002947301,51,9,2,4,5,2,2,1,2,1,0,2,-9,1,1,1,24,24003,980000,3036,354,5,7,11,2,3,-9,-9,0,0,0,0,1,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,0,0,15,4,0,104,74,0,0,0,0,0
170029473,17002947302,43,8,1,4,5,2,2,1,2,1,4,1,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,-9,0,0,5,0,104,37,0,0,0,0,0
170029501,17002950101,68,11,2,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,8,10,24,24033,807200,916,2316,4,3,3,1,1,-9,-9,2,2,2,0,-9,1,45,6,0,120,124,0,0,0,0,0
170029501,17002950102,68,11,1,3,3,2,2,1,2,1,0,2,-9,3,1,1,24,24031,704806,663,2063,5,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,1,60,6,0,120,135,0,0,0,0,0
170029501,17002950103,44,8,2,3,3,2,2,1,2,1,7,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,8,15,-9,-9,-9,0,-9,0,0,0,1,120,120,0,0,0,0,0
170029522,17002952201,72,11,1,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,0,3,0,51,53,0,0,1,1,0
170029543,17002954301,65,11,2,4,5,2,2,1,2,1,0,2,-9,1,1,1,11,11001,007200,372,1771,1,3,3,1,2,-9,-9,0,0,1,0,0,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,1,0,0,0,0,2,1,306,220,0,0,0,0,0
170029543,17002954302,64,10,1,4,5,2,2,1,2,1,5,1,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,1,30,5,0,306,309,0,0,0,0,0
170029549,17002954901,40,8,2,4,5,2,2,1,2,1,0,2,-9,1,1,2,11,11001,005001,186,1585,1,3,3,2,3,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,1,2,2,0,0,0,0,1,0,121,139,0,0,0,0,0
170029549,17002954902,40,8,1,4,5,2,2,1,2,1,0,2,-9,1,6,2,51,51059,460501,1851,-9,1,3,3,2,3,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,1,2,2,0,0,0,0,1,0,121,157,0,0,0,0,0
170029564,17002956401,67,11,1,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,1,60,3,3,102,103,0,0,0,0,0
170029564,17002956402,71,11,2,4,5,2,2,1,2,2,0,2,-9,1,1,1,54,54003,999999,-9,-9,3,5,5,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,2,120,0,0,2,2,102,91,0,0,0,0,0
170029581,17002958101,54,9,2,5,6,2,2,2,2,1,0,2,-9,1,1,2,51,51013,101401,1414,-9,1,7,10,1,1,5,8,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,0,1,30,2,1,99,75,0,0,0,0,0
170029604,17002960401,64,10,2,4,5,2,2,1,2,1,0,2,-9,1,1,3,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,7,420,0,15,4,1,40,43,0,0,0,0,0
170029622,17002962201,51,9,1,2,1,2,2,1,2,1,4,1,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,-9,0,0,7,0,43,44,0,0,0,0,0
170029622,17002962202,53,9,2,2,1,2,2,1,2,1,0,2,-9,2,1,2,24,24033,802204,1084,2484,1,3,3,1,2,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,2,90,2,2,43,47,0,0,0,0,0
170029648,17002964801,73,11,1,5,6,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,6,8,24,24031,701800,621,2021,4,3,3,2,2,5,1,-9,-9,-9,0,-9,0,0,0,0,54,54,0,0,0,0,0
170029648,17002964802,31,7,2,4,5,2,2,1,2,1,0,2,-9,1,4,1,24,24033,807200,916,2316,1,6,9,2,3,-9,-9,0,0,1,0,0,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,2,1,54,56,0,0,0,0,0
170029673,17002967301,67,11,2,4,5,2,2,1,2,1,0,2,-9,2,2,1,24,24031,705800,647,2047,1,2,2,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,1,2,2,0,0,0,0,6,0,175,178,0,0,0,0,0
170029673,17002967302,67,11,1,4,5,2,2,1,2,1,0,2,-9,1,2,1,24,24031,705800,647,2047,1,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,15,2,0,175,179,0,0,1,1,0
170029676,17002967601,73,11,2,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,1,30,2,1,135,135,0,0,0,0,0
170029676,17002967602,71,11,1,4,5,2,2,1,2,1,0,2,-9,1,6,1,24,24013,513001,3287,1042,7,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,8,997,2,2,2,0,0,0,0,0,2,135,135,0,0,0,0,0
170029686,17002968601,60,10,1,4,5,2,2,1,2,1,0,2,-9,1,3,2,11,11001,010200,381,1780,4,7,10,1,1,2,5,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,0,0,0,3,0,74,59,0,0,0,0,0
170029692,17002969201,34,7,2,4,5,2,2,1,2,1,0,2,-9,1,2,1,24,24031,705901,657,2057,1,5,5,2,3,-9,-9,1,0,0,0,0,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,8,510,1,30,5,0,107,137,0,0,0,0,0
170029692,17002969202,34,7,1,4,5,2,2,1,2,1,0,2,-9,1,2,1,11,11001,003000,166,1565,1,1,1,2,3,-9,-9,1,0,1,0,0,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,4,0,107,105,0,0,0,0,0
170029693,17002969301,59,10,2,4,5,2,2,1,2,1,0,2,-9,1,6,2,51,51177,020108,3569,-9,1,3,3,1,1,5,8,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,1,1,3,180,0,0,8,0,358,198,0,0,0,0,0
170029693,17002969302,57,10,1,4,5,2,2,1,2,1,0,2,-9,1,2,1,51,51059,491401,1657,-9,1,3,3,1,1,0,3,1,1,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,2,0,358,398,0,0,0,0,0
170029693,17002969303,21,6,1,4,5,2,2,1,2,1,6,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,7,9,51,51760,999999,-9,-9,1,3,3,2,2,8,14,-9,-9,-9,0,-9,0,0,0,4,358,358,0,0,0,0,0
170029730,17002973001,35,8,1,4,5,2,2,1,2,1,0,2,-9,1,1,2,11,11001,005900,17,1416,2,3,3,1,1,1,4,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,3,150,0,0,3,1,82,59,0,0,1,1,0
170029730,17002973002,37,8,2,1,7,1,1,1,2,1,0,2,-9,1,1,1,11,11001,005800,23,1422,1,7,10,1,1,0,3,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,4,1,82,68,0,0,1,1,0
170029742,17002974201,60,10,1,4,5,2,2,1,2,1,0,2,-9,1,3,1,11,11001,005600,59,1458,3,7,10,1,1,2,5,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,8,510,0,0,2,3,152,109,0,0,0,0,0
170029767,17002976701,32,7,1,2,1,2,2,1,2,1,0,2,-9,1,3,1,11,11001,005800,30,1429,1,7,10,1,1,0,3,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,1,30,4,0,31,12,0,0,0,0,0
170029836,17002983601,84,12,2,3,3,2,2,1,2,2,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,1,2,0,-9,0,0,7,0,81,81,0,0,0,0,0
170029837,17002983701,34,7,1,4,5,2,2,1,2,1,0,2,-9,1,1,2,11,11001,010700,28,1427,1,7,10,1,1,0,3,0,1,1,0,1,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,3,0,178,175,0,0,0,0,0
170029848,17002984801,61,10,1,4,5,2,2,1,2,1,0,2,-9,1,2,1,24,24031,700817,729,2129,3,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,2,0,132,78,0,0,1,1,0
170029848,17002984802,63,10,2,4,5,2,2,1,1,1,0,2,-9,1,4,1,24,24021,750200,2934,2919,1,3,3,2,3,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,5,0,132,171,0,0,1,1,0
170029855,17002985501,77,12,1,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,0,3,3,117,117,0,0,0,0,0
170029855,17002985502,72,11,2,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,0,4,1,117,117,0,0,0,0,0
170029860,17002986001,35,8,1,4,5,2,2,1,2,1,0,2,-9,1,3,1,51,51013,980100,1496,-9,1,4,4,2,3,-9,-9,1,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,8,480,0,0,6,0,256,169,0,0,0,0,0
170029860,17002986002,50,9,2,2,1,2,2,1,2,1,0,2,-9,1,3,1,51,51059,452801,1902,-9,1,1,1,2,3,-9,-9,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,8,540,0,0,4,0,256,285,0,0,0,0,0
170029860,17002986003,1,1,2,5,6,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,51,51013,103401,1486,-9,1,4,4,-9,1,-9,-9,-9,-9,-9,0,-9,0,-9,2,-9,256,257,0,0,0,0,0
170029902,17002990201,66,11,2,4,5,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,1,45,2,1,135,135,0,0,0,0,0
170029902,17002990202,61,10,1,4,5,2,2,1,2,1,0,2,-9,1,1,1,24,24021,750701,2921,2906,1,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,1,30,4,1,135,175,0,0,0,0,0
170029940,17002994001,63,10,1,2,1,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,0,5,1,139,140,0,0,0,0,0
170029940,17002994002,63,10,2,2,1,2,2,1,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,8,10,11,11001,000901,94,1493,5,3,3,2,1,-9,-9,2,2,2,0,-9,0,0,4,0,139,141,0,0,0,0,0
170029945,17002994501,43,8,1,5,6,2,2,1,2,1,0,2,-9,1,2,1,11,11001,001001,100,1499,3,7,10,1,2,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,12,0,71,53,0,0,0,0,0
170029945,17002994502,49,9,2,5,6,2,2,1,2,2,0,2,-9,2,4,1,51,51510,200702,1592,-9,1,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,6,0,71,84,0,0,0,0,0
170029947,17002994701,38,8,1,2,-9,2,-9,1,2,1,0,-9,-9,1,-9,1,11,11001,010100,40,1439,2,8,-9,1,-9,1,-9,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,-9,8,0,344.80065584,217,0,0,0,-9,0
170029966,17002996601,53,9,1,2,1,2,2,1,2,1,0,2,-9,4,4,2,11,11001,010700,37,1436,3,3,3,1,1,0,3,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,0,1,60,5,0,94,109,0,0,0,0,0
170029976,17002997601,72,11,1,4,5,2,2,1,2,1,0,2,-9,1,3,1,11,11001,010400,360,1759,1,9,7,1,2,-9,-9,0,0,0,1,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,1,2,0,0,0,0,6,0,64,29,0,0,0,0,0
170029990,17002999001,51,9,1,4,5,2,2,1,2,1,0,2,-9,1,1,1,11,11001,005500,50,1449,1,3,3,1,2,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,0,5,0,128,126,0,0,0,0,0
170029999,17002999901,46,9,2,4,5,2,2,1,2,1,0,2,-9,1,1,1,24,24003,740102,3025,398,1,3,3,2,3,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,15,2,0,502,443,0,0,0,0,0
170029999,17002999902,46,9,1,4,5,2,2,1,2,1,0,2,-9,1,4,1,24,24031,701101,544,1944,1,3,3,2,3,-9,-9,0,0,0,0,0,0,0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,15,2,0,502,543,0,0,0,0,0
170029999,17002999903,14,4,1,4,5,2,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,5,24,24031,701316,578,1978,1,9,8,-9,1,-9,-9,-9,-9,-9,0,-9,0,-9,2,-9,502,521,0,0,0,0,0
170029999,17002999904,13,3,1,4,5,2,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,4,24,24031,701304,502,1902,1,9,8,-9,1,-9,-9,-9,-9,-9,0,-9,0,-9,2,-9,502,521,0,0,0,0,0
170029999,17002999905,11,2,2,4,5,2,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,4,24,24031,701304,502,1902,1,9,8,-9,1,-9,-9,-9,-9,-9,0,-9,0,-9,2,-9,502,521,0,0,0,0,0
170030003,17003000301,72,11,1,4,5,2,2,1,1,2,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,-9,0,0,4,0,337,342,0,0,0,0,0
170030026,17003002601,29,7,1,2,1,2,2,1,2,1,0,2,-9,1,1,1,51,51059,460501,1853,-9,2,3,3,1,1,1,4,1,0,1,0,0,1,1,0,1,8,10,-9,-9,-9,-9,-9,8,-9,-9,2,1,-9,-9,2,2,2,0,0,0,0,3,0,106,118,0,0,0,0,0
170030026,17003002602,30,7,1,2,1,2,2,1,2,1,0,2,-9,1,1,3,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,4,3,-9,-9,-9,8,510,0,0,0,0,106,106,0,0,1,1,0
170030032,17003003201,33,7,1,3,-9,2,-9,1,2,1,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,-9,-9,1,-9,6,0,222.42576005,223,0,0,0,-9,0
170030032,17003003202,5,2,1,3,-9,2,-9,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-9,222.42576005,223,0,0,0,-9,0
170030032,17003003203,9,2,2,3,-9,2,-9,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-9,24,24027,601201,3000,1354,1,4,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,222.42576005,223,0,0,0,-9,0
170030032,17003003204,7,2,2,3,-9,2,-9,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-9,24,24027,601201,3000,1354,1,4,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,222.42576005,223,0,0,0,-9,0
170030038,17003003801,63,10,2,3,3,2,2,1,2,1,0,2,-9,1,1,1,11,11001,010900,392,1791,1,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,8,480,0,15,4,1,204,146,0,0,0,0,0
170030038,17003003802,61,10,1,3,3,2,2,1,2,1,0,2,-9,1,4,2,51,51059,491803,1665,-9,4,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,6,360,0,15,3,1,204,229,0,0,0,0,0
170030073,17003007301,35,8,1,4,5,2,2,1,2,1,0,2,-9,1,3,1,11,11001,006202,22,1421,1,7,10,1,1,5,8,0,1,1,0,0,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,15,2,3,80,74,0,0,0,0,0
170030073,17003007302,34,7,1,2,1,2,2,1,2,1,0,2,-9,1,2,1,11,11001,007901,268,1667,1,3,3,2,3,-9,-9,1,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,0,15,2,0,80,74,0,0,0,0,0
170030073,17003007303,31,7,1,4,5,2,2,1,2,1,0,2,-9,1,2,1,11,11001,010700,44,1443,2,7,10,1,1,1,4,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,-9,-9,2,2,2,0,0,0,15,5,0,80,21,0,0,0,0,0
170030105,17003010501,30,7,2,4,-9,2,-9,1,2,1,0,-9,-9,1,-9,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,1,0,-9,0,-9,5,0,85.191988219,93,0,0,0,-9,0
170030105,17003010502,25,7,2,5,-9,2,-9,1,2,1,0,-9,-9,1,-9,2,24,24027,606806,3011,1365,8,3,-9,2,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,1,0,-9,0,-9,5,0,85.191988219,92,0,0,0,-9,0
170030135,17003013501,34,7,2,4,5,2,2,1,2,1,0,2,-9,1,3,1,11,11001,010500,374,1773,1,7,10,2,3,-9,-9,0,0,1,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,2,0,0,1,30,6,0,46,43,0,0,0,0,0
170030135,17003013502,33,7,1,4,5,2,2,1,2,1,0,2,-9,1,1,1,51,51059,480202,1868,-9,3,3,3,1,1,2,5,1,0,0,0,0,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,2,2,1,2,90,1,60,4,0,46,49,0,0,0,0,0
