Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,LIBBIE MILL C4,5001 Libbie Mill E Blvd.,Located just west of the southside entrance of the Penstock Quarter Apt Bldg.,Richmond,VA,23230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.589816,-77.495178,2026-06-09,187679,2026-06-09 02:14:33 UTC,,,,2021-04-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LIBBIE MILL C5,5001 Libbie Mill E Blvd.,Located just west of the southside entrance of the Penstock Quarter Apt Bldg.,Richmond,VA,23230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.589816,-77.495112,2026-06-09,187692,2026-06-09 02:15:18 UTC,,,,2021-04-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1812 N Moore,1812 N Moore Street,,Arlington,VA,22209,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.8963347,-77.0721839,2026-06-09,187727,2026-06-09 00:52:44 UTC,,,,2019-11-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,LYNX VENTURES RIGHT CHARGER,1001 E 4th St,"Located in the parking area surrounding Building V (the newest on site), near the doors to the main entrance.",Richmond,VA,23224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.517257,-77.430996,2026-06-09,187899,2026-06-09 02:15:27 UTC,,,,2021-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE COB 5TH-UNIT 1,1600 5th Street Extension,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.004812,-78.518201,2026-06-09,187932,2026-06-09 02:14:41 UTC,,,,2021-04-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FRANKLINFARMS FRANKLINFARMS,8000 Franklin Farms Dr,,Richmond,VA,23229,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.601807,-77.545456,2026-06-09,188059,2026-06-09 02:15:52 UTC,,,,2021-04-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LYNX VENTURES LEFT CHARGER,1001 E 4th St,"Located in the parking area surrounding Building V (the newest on site), near the doors to the main entrance.",Richmond,VA,23224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.517325,-77.430902,2026-06-09,188105,2026-06-09 02:15:27 UTC,,,,2021-04-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Virginia Museum of Transportation,303 Norfolk Avenue SW,,Roanoke,VA,24016,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,37.27289,-79.946207,2026-06-09,189114,2026-06-09 00:56:53 UTC,,,,2021-05-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,TRU RADFORD STATION 2,2300 Tyler Rd,Parking lot,Christiansburg,VA,24073,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.102229,-80.515952,2026-06-09,189789,2026-06-09 01:57:15 UTC,,,,2021-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Target T1088 (Reston, VA)",12197 Sunset Hills Rd,,Reston,VA,20190,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.95524,-77.36899,2026-06-09,190194,2026-06-09 03:20:11 UTC,,,,2021-05-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Tyson's Corner Center (McLean, VA)",8000 Tysons Corner Center,,McLean,VA,22102,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.91694,-77.22058,2026-06-09,190384,2026-06-09 03:19:53 UTC,,,,2021-05-29,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,3267 Proffit Road,,Charlottesville,VA,22901,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.1321,-78.43472,2024-07-01,190465,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Wawa - Tesla Supercharger,2501 Virginia Beach Boulevard,,Virginia Beach,VA,23452,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,36.84068,-76.05528,2024-07-01,190477,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,105 Garrisonville Road,,Stafford Courthouse,VA,22554,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.46749,-77.41211,2024-07-01,190480,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,23055 Oakgrove Road,,Sterling,VA,20166,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.97786,-77.41192,2024-07-01,190503,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Sheetz - Tesla Supercharger,533 University Boulevard,,Harrisonburg,VA,22801,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.42964,-78.85657,2024-07-01,190511,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Simon Potomac Mills (Woodbridge, VA)",2700 Potomac Mills Cir,,Woodbridge,VA,22192,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,38.6449,-77.29896,2026-06-09,190762,2026-06-09 03:20:07 UTC,,,,2021-06-05,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE MIDDLE LOT 3,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.035409,-78.482316,2026-06-09,190796,2026-06-09 02:13:49 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE MIDDLE LOT 1,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.035386,-78.482356,2026-06-09,190803,2026-06-09 02:17:48 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE MIDDLE LOT 2,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.035426,-78.482279,2026-06-09,190804,2026-06-09 02:17:48 UTC,,,,2021-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SYMBOL SYMBOL 1,1814 Highpoint Ave,This station is in a restricted garage and not available for use by the general public,Richmond,VA,23230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.571212,-77.468471,2026-06-09,190864,2026-06-09 01:35:57 UTC,,,,2021-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,VTS CHAPEL GARDEN,3591 Deanery Dr,,Alexandria,VA,22302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.819972,-77.091893,2026-06-09,190990,2026-06-09 02:15:15 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hilton Crystal City at Washington Reagan National Airport,2399 Jefferson Davis Highway,,Arlington,VA,22202,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.852599,-77.052326,2026-06-09,191047,2026-06-09 00:22:16 UTC,,,,2021-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE FAST MIDDLE 2,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.035404,-78.48206,2026-06-09,191132,2026-06-09 02:10:06 UTC,,,,2021-06-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE FAST MIDDLE 3,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.035408,-78.48204,2026-06-09,191133,2026-06-09 02:10:57 UTC,,,,2021-06-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ALBEMARLE FAST MIDDLE 1,401 McIntire Rd,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.03539,-78.48209,2026-06-09,191155,2026-06-09 02:18:19 UTC,,,,2021-06-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Sheetz - Tesla Supercharger,2415 Lee Highway,,Bristol,VA,24202,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,36.62855,-82.14891,2024-07-01,191516,2025-02-12 00:16:32 UTC,P,,,2021-06-19,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SAI STATION 1,2000 Wilkes Ridge Dr,On the left as you enter parking lot,Ridge,VA,23233,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.65925,-77.65619,2026-06-09,191660,2026-06-09 02:17:37 UTC,,,,2021-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SAI STATION 2,2000 Wilkes Ridge Dr,On left as you enter parking lot,Ridge,VA,23233,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.659233,-77.656158,2026-06-09,191661,2026-06-09 02:17:37 UTC,,,,2021-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SAI STATION 3,2000 Wilkes Ridge Dr,Parking lot on left as you enter,Ridge,VA,23233,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.659718,-77.65634,2026-06-09,191662,2026-06-09 02:17:37 UTC,,,,2021-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Woodstock, VA - Tesla Supercharger",111 West Resevoir Road,,Woodstock,VA,22664,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.86674,-78.51919,2024-07-01,191695,2025-02-12 00:16:32 UTC,P,,,2021-06-25,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Livingston Apartments Flats,15560 Cosby Road,,Chesterfield,VA,23832,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,37.402023,-77.710973,2026-06-09,191706,2026-06-09 00:55:23 UTC,,,,2021-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,TRU RADFORD STATION 1,2300 Tyler Rd,Parking lot,Christiansburg,VA,24073,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.102172,-80.515898,2026-06-09,191775,2026-06-09 01:57:15 UTC,,,,2021-07-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SYMBOL SYMBOL 2,1814 Highpoint Ave,This station is in a restricted garage and not available for use by the general public,Richmond,VA,23230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.571238,-77.468449,2026-06-09,192617,2026-06-09 01:35:57 UTC,,,,2021-07-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Bayside Ford,16057 James Madison Pkwy,,King George,VA,22485,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.193263,-77.180332,2026-06-09,192709,2026-06-09 00:30:53 UTC,,,,2021-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,11480 Commerce Park DR,11480 Commerce Park Drive,,Reston,VA,20191,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.9470139,-77.3425824,2026-06-09,192799,2026-06-09 00:52:34 UTC,,,,2015-07-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,3101 Wilson BLVD,3101 Wilson Boulevard,,Arlington,VA,22201,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,38.8876531,-77.0954574,2026-06-09,192800,2026-06-09 00:52:34 UTC,,,,2012-02-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,VOLVO MIDLO STATION 1,9703 Midlothian Turnpike,"Near front entrance, close to Volvo sign",Richmond,VA,23235,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.502863,-77.577202,2026-06-09,193433,2026-06-09 02:15:08 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PENROSE 2 STATION 1,14401 Penrose Pl,,Chantilly,VA,20151,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.893964,-77.444654,2026-06-09,194020,2026-06-09 02:21:05 UTC,,,,2021-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,6301 N Military Hwy,,Norfolk,VA,23518,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,36.89738,-76.22651,2024-07-01,194070,2025-02-12 00:16:32 UTC,P,,,2021-07-13,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Sheetz - Tesla Supercharger,1007 Philpott Road,,South Boston,VA,24592,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,4,,Tesla,https://www.tesla.com/supercharger,GPS,36.68661,-78.90085,2024-07-01,194078,2025-02-12 00:16:32 UTC,P,,,2021-07-29,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Valo Park,7950 Jones Branch Drive,,McLean,VA,22107,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.9323022,-77.2189651,2026-06-09,194870,2026-06-09 00:31:42 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,The View,4000 Wilson Blvd.,,Arlington,VA,22203,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.8794876,-77.107941,2026-06-09,194876,2026-06-09 00:33:30 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,Heritage Center,7619 Little River Turnpike,,Annandale,VA,22003,,888-998-2546,E,,Public,Mon: 8:00am-4:00pm; Tue: 8:00am-4:00pm; Wed: 8:00am-4:00pm; Thu: 8:00am-4:00pm; Fri: 8:00am-4:00pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,,,,5,,,Blink Network,https://blinkcharging.com,GPS,38.8315179,-77.2098419,2026-06-09,194877,2026-06-09 00:49:15 UTC,,,,2017-08-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,Riverside Clubhouse,14120 Big Crest Lane,,Woodbridge,VA,22191,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.6109724,-77.2572672,2026-06-09,194882,2026-06-09 00:52:53 UTC,,,,2020-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,MILL CREEK MILL CREEK 1,1345 Parham Cir,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.000268,-78.497725,2026-06-09,194971,2026-06-09 02:21:54 UTC,,,,2021-09-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MILL CREEK MILL CREEK 2,1345 Parham Cir,,Charlottesville,VA,22902,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.000248,-78.497698,2026-06-09,194972,2026-06-09 02:21:54 UTC,,,,2021-09-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Two Discovery Square,12012 Sunset Hills Road,,Reston,VA,20190,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.9560719,-77.3578354,2026-06-09,195014,2026-06-09 00:14:17 UTC,,,,2019-03-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,Overlook One and Overlook Two,12011 Sunset Hills Road,,Reston,VA,20190,,888-998-2546,E,,Public,24 hours daily,,,,,,5,,,Blink Network,https://blinkcharging.com,GPS,38.9544612,-77.3574295,2026-06-09,195016,2026-06-09 00:54:17 UTC,,,,2020-03-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,One Discovery Square,12010 Sunset Hills Road,,Reston,VA,20190,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9560074,-77.3563771,2026-06-09,195342,2026-06-09 00:10:51 UTC,,,,2021-09-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,Reston Corner 1,12001 Sunrise Valley Dr,,Reston,VA,20191,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9457189,-77.360576,2026-06-09,195343,2026-06-09 00:24:44 UTC,,,,2019-02-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$4.00/Hr Variable Parking Fee, $0.00-$0.15/kWh Variable Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,Washington Lee Apts,2202 2nd Street North,,Arlington,VA,22201,,888-998-2546,E,,Public,24 hours daily,,,,,,5,,,Blink Network,https://blinkcharging.com,GPS,38.876188,-77.0922779,2026-06-09,195348,2026-06-09 00:56:09 UTC,,,,2020-11-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$4.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,Riverfront Plaza,901 East Byrd Street,,Richmond,VA,23219,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,37.5353599,-77.4387881,2026-06-09,195401,2026-06-09 00:07:14 UTC,,,,2018-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,Reston Town Center - Green Garage,11922 Freedom Drive,,Reston,VA,20190,,888-998-2546,E,,Public,24 hours daily,,,,,,7,,,Blink Network,https://blinkcharging.com,GPS,38.9599591,-77.3576877,2026-06-09,195458,2026-06-09 00:07:32 UTC,,,,2020-12-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,Arboretum III,"300 Arboretum Place, Suite 330",,Richmond,VA,23236,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,37.4934172,-77.5657692,2026-06-09,195467,2026-06-09 00:29:48 UTC,,,,2014-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Federal Reserve Bank of Richmond,701 E Byrd Street,,Richmond,VA,23219,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,https://www.evconnect.com,GPS,37.535518,-77.440677,2026-06-09,195785,2026-06-09 03:28:12 UTC,,,,2021-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,G1 EV CHARGER CHARGE 1,12751 Fair Lakes Cir,G1,Fairfax,VA,22033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.857477,-77.385293,2026-06-09,195829,2026-06-09 02:20:47 UTC,,,,2021-09-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,G1 EV CHARGER CHARGE 2,12751 Fair Lakes Cir,G1,Fairfax,VA,22033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.85741,-77.385314,2026-06-09,196133,2026-06-09 02:20:48 UTC,,,,2021-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,2300 Wilson Blvd - 93613,2300 Wilson Boulevard,,Arlington,VA,22201,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,38.8904702,-77.0872272,2026-06-09,196387,2026-06-09 00:59:32 UTC,,,,2019-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,ROBIOUS BLUE RIDGE BANK,11450 Robious Road,,North Chesterfield,VA,23235,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.52156,-77.60849,2026-06-09,196434,2026-06-09 02:22:57 UTC,,,,2021-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Jamestown Apartment Flats,500 W 14th Street,,Richmond,VA,23224,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,37.52423677,-77.4499194,2026-06-09,196448,2026-06-09 00:17:12 UTC,,,,2021-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,FWS INL-All,5275 Leesburg Pike,,Falls Church,VA,22041,,,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,1,,,Non-Networked,,GPS,38.845816,-77.120044,2021-10-12,197025,2026-02-02 23:16:24 UTC,FG,16,Department of the Interior,2021-09-21,,,,,J1772 NEMA1450,US,,,,Public,,public,,DOI,FED_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,
